|   1.47% IpScan::launchAnalysis(PacketBuffer*, packet_t*)
|     1.47% Scheduler::analyzeBuffer(PacketBuffer*)
|       1.47% Scheduler::start(void)
|         1.47% main
1.47% cuMemHostAlloc
| 1.47% cudaGetExportTable
|   1.47% cudaGetExportTable
|     1.47% cudaHostAlloc
|       0.74% void IpScan_launchAnalysis_wrapper<IpScan_ipScanAnalysis_t, IpScan_ipScanAnalysis_t>(PacketBuffer*, packet_t*, int)
|       | 0.74% IpScan::launchAnalysis(PacketBuffer*, packet_t*)
|       |   0.74% Scheduler::analyzeBuffer(PacketBuffer*)
|       |     0.74% Scheduler::start(void)
|       |       0.74% main
|       0.74% PacketBuffer::__base_object_constructor__(void)
|         0.74% OfflinePacketFeeder::__complete_object_constructor__(char const *)
|           0.74% main
0.74% cuMemFreeHost
  0.74% cudaGetExportTable
    0.74% cudaGetExportTable
      0.74% cudaFreeHost
        0.74% PacketBuffer::__complete_object_destructor__(void)
          0.74% OfflinePacketFeeder::__complete_object_destructor__(void)
            0.74% main

======== Data collected at 100Hz frequency
